id,geographic-area-name,median-income
0500000US42071,"Lancaster County, Pennsylvania",67376
0500000US42073,"Lawrence County, Pennsylvania",50547
0500000US42075,"Lebanon County, Pennsylvania",61204
0500000US42077,"Lehigh County, Pennsylvania",65667
0500000US42079,"Luzerne County, Pennsylvania",53972
0500000US42081,"Lycoming County, Pennsylvania",53881
0500000US42085,"Mercer County, Pennsylvania",54543
0500000US42089,"Monroe County, Pennsylvania",62413
0500000US42091,"Montgomery County, Pennsylvania",92302
0500000US42095,"Northampton County, Pennsylvania",74328
0500000US42097,"Northumberland County, Pennsylvania",47349
0500000US42101,"Philadelphia County, Pennsylvania",47474
0500000US42107,"Schuylkill County, Pennsylvania",56295
0500000US42111,"Somerset County, Pennsylvania",48895
0500000US42125,"Washington County, Pennsylvania",65431
0500000US42129,"Westmoreland County, Pennsylvania",59073
0500000US42133,"York County, Pennsylvania",69172
0500000US44003,"Kent County, Rhode Island",74474
0500000US44005,"Newport County, Rhode Island",81652
0500000US44007,"Providence County, Rhode Island",62994
0500000US44009,"Washington County, Rhode Island",90003
0500000US45003,"Aiken County, South Carolina",55634
0500000US45007,"Anderson County, South Carolina",54322
0500000US45013,"Beaufort County, South Carolina",74127
0500000US45015,"Berkeley County, South Carolina",69398
0500000US45019,"Charleston County, South Carolina",71531
0500000US45031,"Darlington County, South Carolina",44606
0500000US45035,"Dorchester County, South Carolina",68200
0500000US45041,"Florence County, South Carolina",50082
0500000US45045,"Greenville County, South Carolina",64412
0500000US45047,"Greenwood County, South Carolina",42148
0500000US45051,"Horry County, South Carolina",53694
0500000US45055,"Kershaw County, South Carolina",55198
0500000US45057,"Lancaster County, South Carolina",63924
0500000US45059,"Laurens County, South Carolina",47218
0500000US45063,"Lexington County, South Carolina",61631
0500000US45073,"Oconee County, South Carolina",48204
0500000US45075,"Orangeburg County, South Carolina",37701
0500000US45077,"Pickens County, South Carolina",52190
0500000US45079,"Richland County, South Carolina",52293
0500000US45083,"Spartanburg County, South Carolina",55339
0500000US45085,"Sumter County, South Carolina",51025
0500000US45091,"York County, South Carolina",66949
0500000US46099,"Minnehaha County, South Dakota",61968
0500000US46103,"Pennington County, South Dakota",58085
0500000US47001,"Anderson County, Tennessee",49044
0500000US47009,"Blount County, Tennessee",59276
0500000US47011,"Bradley County, Tennessee",52468
0500000US47037,"Davidson County, Tennessee",63938
0500000US47059,"Greene County, Tennessee",44722
0500000US47065,"Hamilton County, Tennessee",57502
0500000US47093,"Knox County, Tennessee",60283
0500000US47113,"Madison County, Tennessee",49820
0500000US47119,"Maury County, Tennessee",66781
0500000US47125,"Montgomery County, Tennessee",56948
0500000US47141,"Putnam County, Tennessee",49282
0500000US47147,"Robertson County, Tennessee",66939
0500000US47149,"Rutherford County, Tennessee",69397
0500000US47155,"Sevier County, Tennessee",57741
0500000US47157,"Shelby County, Tennessee",52614
0500000US47163,"Sullivan County, Tennessee",51860
0500000US47165,"Sumner County, Tennessee",68743
0500000US47179,"Washington County, Tennessee",51428
0500000US47187,"Williamson County, Tennessee",115507
0500000US47189,"Wilson County, Tennessee",80071
0500000US48005,"Angelina County, Texas",53320
0500000US48021,"Bastrop County, Texas",57938
0500000US48027,"Bell County, Texas",54560
0500000US48029,"Bexar County, Texas",58964
0500000US48037,"Bowie County, Texas",51802
0500000US48039,"Brazoria County, Texas",84904
0500000US48041,"Brazos County, Texas",55121
0500000US48061,"Cameron County, Texas",41123
0500000US48085,"Collin County, Texas",96134
0500000US48091,"Comal County, Texas",89315
0500000US48099,"Coryell County, Texas",53504
0500000US48113,"Dallas County, Texas",61796
0500000US48121,"Denton County, Texas",90523
0500000US48135,"Ector County, Texas",67205
0500000US48139,"Ellis County, Texas",78797
0500000US48141,"El Paso County, Texas",48903
0500000US48157,"Fort Bend County, Texas",101293
0500000US48167,"Galveston County, Texas",74977
0500000US48181,"Grayson County, Texas",57476
0500000US48183,"Gregg County, Texas",53793
0500000US48187,"Guadalupe County, Texas",79768
0500000US48201,"Harris County, Texas",61618
0500000US48203,"Harrison County, Texas",58817
0500000US48209,"Hays County, Texas",72058
0500000US48213,"Henderson County, Texas",51521
0500000US48215,"Hidalgo County, Texas",41800
0500000US48231,"Hunt County, Texas",58063
0500000US48245,"Jefferson County, Texas",55797
0500000US48251,"Johnson County, Texas",66319
0500000US48257,"Kaufman County, Texas",75775
0500000US48291,"Liberty County, Texas",50049
0500000US48303,"Lubbock County, Texas",55003
0500000US48309,"McLennan County, Texas",50845
0500000US48329,"Midland County, Texas",82558
0500000US48339,"Montgomery County, Texas",88695
0500000US48347,"Nacogdoches County, Texas",47572
0500000US48355,"Nueces County, Texas",56789
0500000US48361,"Orange County, Texas",69052
0500000US48367,"Parker County, Texas",83262
0500000US48375,"Potter County, Texas",37297
0500000US48381,"Randall County, Texas",70651
0500000US48397,"Rockwall County, Texas",103378
0500000US48409,"San Patricio County, Texas",57899
0500000US48423,"Smith County, Texas",59584
0500000US48439,"Tarrant County, Texas",70139
0500000US48441,"Taylor County, Texas",55351
0500000US48451,"Tom Green County, Texas",55988
0500000US48453,"Travis County, Texas",80726
0500000US48469,"Victoria County, Texas",57358
0500000US48471,"Walker County, Texas",47170
0500000US48479,"Webb County, Texas",56084
0500000US48485,"Wichita County, Texas",51749
0500000US48491,"Williamson County, Texas",92179
0500000US48497,"Wise County, Texas",71421
0500000US49005,"Cache County, Utah",62507
0500000US49011,"Davis County, Utah",87427
0500000US49035,"Salt Lake County, Utah",80119
0500000US49045,"Tooele County, Utah",80973
0500000US49049,"Utah County, Utah",79545
0500000US49053,"Washington County, Utah",63595
0500000US49057,"Weber County, Utah",72206
0500000US50007,"Chittenden County, Vermont",76806
0500000US51003,"Albemarle County, Virginia",86399
0500000US51013,"Arlington County, Virginia",119755
0500000US51015,"Augusta County, Virginia",62668
0500000US51019,"Bedford County, Virginia",69125
0500000US51041,"Chesterfield County, Virginia",81297
0500000US51059,"Fairfax County, Virginia",128374
0500000US51061,"Fauquier County, Virginia",104809
0500000US51069,"Frederick County, Virginia",86229
0500000US51085,"Hanover County, Virginia",89812
0500000US51087,"Henrico County, Virginia",68024
0500000US51095,"James City County, Virginia",91674
0500000US51107,"Loudoun County, Virginia",151800
0500000US51121,"Montgomery County, Virginia",60045
0500000US51153,"Prince William County, Virginia",106861
0500000US51161,"Roanoke County, Virginia",71715
0500000US51165,"Rockingham County, Virginia",69423
0500000US51177,"Spotsylvania County, Virginia",91073
0500000US51179,"Stafford County, Virginia",110446
0500000US51199,"York County, Virginia",91241
0500000US51510,"Alexandria city, Virginia",103284
0500000US51550,"Chesapeake city, Virginia",77847
0500000US51650,"Hampton city, Virginia",56930
0500000US51680,"Lynchburg city, Virginia",54850
0500000US51700,"Newport News city, Virginia",53029
0500000US51710,"Norfolk city, Virginia",53093
0500000US51740,"Portsmouth city, Virginia",51195
0500000US51760,"Richmond city, Virginia",51285
0500000US51770,"Roanoke city, Virginia",45838
0500000US51800,"Suffolk city, Virginia",80481
0500000US51810,"Virginia Beach city, Virginia",79054
0500000US53005,"Benton County, Washington",72084
0500000US53007,"Chelan County, Washington",59161
0500000US53009,"Clallam County, Washington",57126
0500000US53011,"Clark County, Washington",80555
0500000US53015,"Cowlitz County, Washington",55497
0500000US53021,"Franklin County, Washington",61951
0500000US53025,"Grant County, Washington",56997
0500000US53027,"Grays Harbor County, Washington",61026
0500000US53029,"Island County, Washington",72066
0500000US53033,"King County, Washington",102594
0500000US53035,"Kitsap County, Washington",79624
0500000US53041,"Lewis County, Washington",58911
0500000US53045,"Mason County, Washington",63983
0500000US53053,"Pierce County, Washington",79243
0500000US53057,"Skagit County, Washington",67175
0500000US53061,"Snohomish County, Washington",89260
0500000US53063,"Spokane County, Washington",59974
0500000US53067,"Thurston County, Washington",78512
0500000US53073,"Whatcom County, Washington",69372
0500000US53077,"Yakima County, Washington",56233
0500000US54003,"Berkeley County, West Virginia",62370
0500000US54011,"Cabell County, West Virginia",40788
0500000US54033,"Harrison County, West Virginia",54314
0500000US54039,"Kanawha County, West Virginia",47759
0500000US54061,"Monongalia County, West Virginia",55940
0500000US54081,"Raleigh County, West Virginia",46540
0500000US54107,"Wood County, West Virginia",47944
0500000US55009,"Brown County, Wisconsin",64458
0500000US55025,"Dane County, Wisconsin",77504
0500000US55027,"Dodge County, Wisconsin",61300
0500000US55035,"Eau Claire County, Wisconsin",65662
0500000US55039,"Fond du Lac County, Wisconsin",65329
0500000US55055,"Jefferson County, Wisconsin",71708
0500000US55059,"Kenosha County, Wisconsin",65997
0500000US55063,"La Crosse County, Wisconsin",58921
0500000US55071,"Manitowoc County, Wisconsin",60785
0500000US55073,"Marathon County, Wisconsin",65851
0500000US55079,"Milwaukee County, Wisconsin",53418
0500000US55087,"Outagamie County, Wisconsin",66234
0500000US55089,"Ozaukee County, Wisconsin",88154
0500000US55097,"Portage County, Wisconsin",56358
0500000US55101,"Racine County, Wisconsin",60779
0500000US55105,"Rock County, Wisconsin",61243
0500000US55109,"St. Croix County, Wisconsin",85594
0500000US55117,"Sheboygan County, Wisconsin",60706
0500000US55127,"Walworth County, Wisconsin",63549
0500000US55131,"Washington County, Wisconsin",80513
0500000US55133,"Waukesha County, Wisconsin",90548
0500000US55139,"Winnebago County, Wisconsin",58347
0500000US55141,"Wood County, Wisconsin",56278
0500000US56021,"Laramie County, Wyoming",70567
0500000US56025,"Natrona County, Wyoming",65034
0500000US72013,"Arecibo Municipio, Puerto Rico",18977
0500000US72021,"BayamÃ³n Municipio, Puerto Rico",27386
0500000US72025,"Caguas Municipio, Puerto Rico",24507
0500000US72031,"Carolina Municipio, Puerto Rico",27658
0500000US72061,"Guaynabo Municipio, Puerto Rico",37499
0500000US72097,"MayagÃ¼ez Municipio, Puerto Rico",14525
0500000US72113,"Ponce Municipio, Puerto Rico",15130
0500000US72127,"San Juan Municipio, Puerto Rico",23005
0500000US72135,"Toa Alta Municipio, Puerto Rico",28440
0500000US72137,"Toa Baja Municipio, Puerto Rico",23368
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",32244
